transaction_id,account_id,customer_id,transaction_date,posted_date,description,merchant_name,transaction_type,amount,status,reference_number,synthetic_notice
TXN-0000624,ACCT-000369,CUST-00169,2026-03-07,2026-03-07,Fee - Expedited Card Fee,Expedited Card Fee,Fee,-13.12,Posted,REF0000120432,Synthetic transaction
TXN-0000625,ACCT-000376,CUST-00176,2026-05-28,2026-05-28,Card Purchase - GreenLeaf Market,GreenLeaf Market,Card Purchase,-506.82,Posted,REF0000120625,Synthetic transaction
TXN-0000626,ACCT-000383,CUST-00183,2026-05-18,2026-05-18,Bill Pay - MedPlus Clinic,MedPlus Clinic,Bill Pay,-443.56,Posted,REF0000120818,Synthetic transaction
TXN-0000627,ACCT-000390,CUST-00190,2026-03-18,2026-03-18,Bill Pay - Northline Utilities,Northline Utilities,Bill Pay,-157.79,Posted,REF0000121011,Synthetic transaction
TXN-0000628,ACCT-000397,CUST-00197,2026-04-02,2026-04-02,Bill Pay - Bluebird Pharmacy,Bluebird Pharmacy,Bill Pay,-99.71,Posted,REF0000121204,Synthetic transaction
TXN-0000629,ACCT-000004,CUST-00004,2026-04-29,2026-04-29,Refund - StreamBox Media,StreamBox Media,Refund,3262.24,Posted,REF0000121397,Synthetic transaction
TXN-0000630,ACCT-000011,CUST-00011,2026-06-18,2026-06-20,Bill Pay - FastShip,FastShip,Bill Pay,-656.45,Pending,REF0000121590,Synthetic transaction
TXN-0000631,ACCT-000018,CUST-00018,2026-03-11,2026-03-11,ACH Credit - City Fitness,City Fitness,ACH Credit,1728.23,Posted,REF0000121783,Synthetic transaction
TXN-0000632,ACCT-000025,CUST-00025,2026-04-04,2026-04-04,Transfer In - RideNow Transit,RideNow Transit,Transfer In,1871.58,Posted,REF0000121976,Synthetic transaction
TXN-0000633,ACCT-000032,CUST-00032,2026-06-05,2026-06-05,ACH Debit - Corner Cafe,Corner Cafe,ACH Debit,-699.64,Pending,REF0000122169,Synthetic transaction
TXN-0000634,ACCT-000039,CUST-00039,2026-06-06,2026-06-06,Deposit - Bluebird Pharmacy,Bluebird Pharmacy,Deposit,485.64,Posted,REF0000122362,Synthetic transaction
TXN-0000635,ACCT-000046,CUST-00046,2026-02-24,2026-02-24,POS - FastShip,FastShip,POS,-27.86,Posted,REF0000122555,Synthetic transaction
TXN-0000636,ACCT-000053,CUST-00053,2026-05-08,2026-05-08,ACH Debit - Atlas Wireless,Atlas Wireless,ACH Debit,-315.37,Posted,REF0000122748,Synthetic transaction
TXN-0000637,ACCT-000060,CUST-00060,2026-02-13,2026-02-15,ACH Debit - Oak & Main,Oak & Main,ACH Debit,-241.25,Posted,REF0000122941,Synthetic transaction
TXN-0000638,ACCT-000067,CUST-00067,2026-01-29,2026-01-29,Transfer In - Metro Grocery,Metro Grocery,Transfer In,3075.87,Posted,REF0000123134,Synthetic transaction
TXN-0000639,ACCT-000074,CUST-00074,2026-05-01,2026-05-01,Fee - Wire Fee,Wire Fee,Fee,-33.35,Posted,REF0000123327,Synthetic transaction
TXN-0000640,ACCT-000081,CUST-00081,2026-06-11,2026-06-11,Refund - MedPlus Clinic,MedPlus Clinic,Refund,1912.71,Posted,REF0000123520,Synthetic transaction
TXN-0000641,ACCT-000088,CUST-00088,2026-06-10,2026-06-10,POS - FastShip,FastShip,POS,-219.02,Posted,REF0000123713,Synthetic transaction
TXN-0000642,ACCT-000095,CUST-00095,2026-04-02,2026-04-02,ACH Debit - Bluebird Pharmacy,Bluebird Pharmacy,ACH Debit,-662.64,Posted,REF0000123906,Synthetic transaction
TXN-0000643,ACCT-000102,CUST-00102,2026-05-27,2026-05-27,ACH Credit - City Fitness,City Fitness,ACH Credit,1944.25,Posted,REF0000124099,Synthetic transaction
TXN-0000644,ACCT-000109,CUST-00109,2026-06-16,2026-06-16,ATM - Atlas Wireless,Atlas Wireless,ATM,-168.68,Posted,REF0000124292,Synthetic transaction
TXN-0000645,ACCT-000116,CUST-00116,2026-02-08,2026-02-08,POS - StreamBox Media,StreamBox Media,POS,-589.06,Posted,REF0000124485,Synthetic transaction
TXN-0000646,ACCT-000123,CUST-00123,2026-05-20,2026-05-20,ATM - City Fitness,City Fitness,ATM,-534.11,Posted,REF0000124678,Synthetic transaction
TXN-0000647,ACCT-000130,CUST-00130,2026-05-31,2026-05-31,ACH Debit - MedPlus Clinic,MedPlus Clinic,ACH Debit,-259.68,Posted,REF0000124871,Synthetic transaction
TXN-0000648,ACCT-000137,CUST-00137,2026-05-30,2026-05-30,ACH Credit - TuitionPay,TuitionPay,ACH Credit,3079.94,Posted,REF0000125064,Synthetic transaction
TXN-0000649,ACCT-000144,CUST-00144,2026-02-17,2026-02-17,Fee - Overdraft Fee,Overdraft Fee,Fee,-8.07,Posted,REF0000125257,Synthetic transaction
TXN-0000650,ACCT-000151,CUST-00151,2026-03-30,2026-03-30,Fee - Overdraft Fee,Overdraft Fee,Fee,-20.12,Posted,REF0000125450,Synthetic transaction
TXN-0000651,ACCT-000158,CUST-00158,2026-03-14,2026-03-14,ACH Credit - City Fitness,City Fitness,ACH Credit,3411.7,Pending,REF0000125643,Synthetic transaction
TXN-0000652,ACCT-000165,CUST-00165,2026-02-27,2026-02-27,Refund - TuitionPay,TuitionPay,Refund,1773.78,Posted,REF0000125836,Synthetic transaction
TXN-0000653,ACCT-000172,CUST-00172,2026-02-26,2026-02-26,Fee - Returned Item Fee,Returned Item Fee,Fee,-31.53,Posted,REF0000126029,Synthetic transaction
TXN-0000654,ACCT-000179,CUST-00179,2026-06-15,2026-06-15,ATM - BrightFuel,BrightFuel,ATM,-460.14,Posted,REF0000126222,Synthetic transaction
TXN-0000655,ACCT-000186,CUST-00186,2026-02-03,2026-02-03,Fee - Returned Item Fee,Returned Item Fee,Fee,-11.35,Posted,REF0000126415,Synthetic transaction
TXN-0000656,ACCT-000193,CUST-00193,2026-02-09,2026-02-09,Fee - Wire Fee,Wire Fee,Fee,-29.07,Posted,REF0000126608,Synthetic transaction
TXN-0000657,ACCT-000200,CUST-00200,2026-05-26,2026-05-26,ACH Debit - Northline Utilities,Northline Utilities,ACH Debit,-401.74,Posted,REF0000126801,Synthetic transaction
TXN-0000658,ACCT-000207,CUST-00007,2026-05-27,2026-05-27,Fee - Wire Fee,Wire Fee,Fee,-32.17,Pending,REF0000126994,Synthetic transaction
TXN-0000659,ACCT-000214,CUST-00014,2026-05-05,2026-05-05,Card Purchase - GreenLeaf Market,GreenLeaf Market,Card Purchase,-114.95,Posted,REF0000127187,Synthetic transaction
TXN-0000660,ACCT-000221,CUST-00021,2026-02-01,2026-02-01,Card Purchase - RideNow Transit,RideNow Transit,Card Purchase,-134.89,Posted,REF0000127380,Synthetic transaction
TXN-0000661,ACCT-000228,CUST-00028,2026-06-05,2026-06-05,Bill Pay - Corner Cafe,Corner Cafe,Bill Pay,-137.1,Posted,REF0000127573,Synthetic transaction
TXN-0000662,ACCT-000235,CUST-00035,2026-05-02,2026-05-04,ACH Debit - StreamBox Media,StreamBox Media,ACH Debit,-204.97,Posted,REF0000127766,Synthetic transaction
TXN-0000663,ACCT-000242,CUST-00042,2026-04-14,2026-04-14,ACH Debit - Harbor Insurance,Harbor Insurance,ACH Debit,-587.15,Posted,REF0000127959,Synthetic transaction
TXN-0000664,ACCT-000249,CUST-00049,2026-04-13,2026-04-13,Transfer In - FastShip,FastShip,Transfer In,1670.07,Posted,REF0000128152,Synthetic transaction
TXN-0000665,ACCT-000256,CUST-00056,2026-03-24,2026-03-24,Card Purchase - Harbor Insurance,Harbor Insurance,Card Purchase,-730.96,Posted,REF0000128345,Synthetic transaction
TXN-0000666,ACCT-000263,CUST-00063,2026-03-18,2026-03-18,Bill Pay - Northline Utilities,Northline Utilities,Bill Pay,-438.5,Posted,REF0000128538,Synthetic transaction
TXN-0000667,ACCT-000270,CUST-00070,2026-03-01,2026-03-01,Card Purchase - Metro Grocery,Metro Grocery,Card Purchase,-412.68,Posted,REF0000128731,Synthetic transaction
TXN-0000668,ACCT-000277,CUST-00077,2026-01-24,2026-01-26,Bill Pay - Corner Cafe,Corner Cafe,Bill Pay,-441.53,Posted,REF0000128924,Synthetic transaction
TXN-0000669,ACCT-000284,CUST-00084,2026-04-26,2026-04-26,Bill Pay - Northline Utilities,Northline Utilities,Bill Pay,-419.42,Posted,REF0000129117,Synthetic transaction
TXN-0000670,ACCT-000291,CUST-00091,2026-04-19,2026-04-19,Transfer In - Oak & Main,Oak & Main,Transfer In,2339.14,Pending,REF0000129310,Synthetic transaction
TXN-0000671,ACCT-000298,CUST-00098,2026-04-19,2026-04-19,Deposit - BrightFuel,BrightFuel,Deposit,1967.63,Posted,REF0000129503,Synthetic transaction
TXN-0000672,ACCT-000305,CUST-00105,2026-06-21,2026-06-23,ACH Credit - Metro Grocery,Metro Grocery,ACH Credit,1302.89,Posted,REF0000129696,Synthetic transaction
TXN-0000673,ACCT-000312,CUST-00112,2026-05-30,2026-05-30,ACH Debit - FastShip,FastShip,ACH Debit,-697.54,Posted,REF0000129889,Synthetic transaction
TXN-0000674,ACCT-000319,CUST-00119,2026-05-19,2026-05-21,ACH Credit - Bluebird Pharmacy,Bluebird Pharmacy,ACH Credit,1878.62,Posted,REF0000130082,Synthetic transaction
TXN-0000675,ACCT-000326,CUST-00126,2026-04-27,2026-04-29,ACH Debit - Oak & Main,Oak & Main,ACH Debit,-20.6,Posted,REF0000130275,Synthetic transaction
TXN-0000676,ACCT-000333,CUST-00133,2026-02-01,2026-02-01,POS - RideNow Transit,RideNow Transit,POS,-67.02,Posted,REF0000130468,Synthetic transaction
TXN-0000677,ACCT-000340,CUST-00140,2026-03-05,2026-03-05,Refund - MedPlus Clinic,MedPlus Clinic,Refund,2930.94,Posted,REF0000130661,Synthetic transaction
TXN-0000678,ACCT-000347,CUST-00147,2026-04-26,2026-04-26,Card Purchase - City Fitness,City Fitness,Card Purchase,-477.04,Posted,REF0000130854,Synthetic transaction
TXN-0000679,ACCT-000354,CUST-00154,2026-04-29,2026-05-01,Card Purchase - StreamBox Media,StreamBox Media,Card Purchase,-37.29,Pending,REF0000131047,Synthetic transaction
TXN-0000680,ACCT-000361,CUST-00161,2026-04-25,2026-04-25,Bill Pay - TuitionPay,TuitionPay,Bill Pay,-400.06,Posted,REF0000131240,Synthetic transaction
TXN-0000681,ACCT-000368,CUST-00168,2026-02-24,2026-02-24,POS - Atlas Wireless,Atlas Wireless,POS,-263.46,Posted,REF0000131433,Synthetic transaction
TXN-0000682,ACCT-000375,CUST-00175,2026-04-01,2026-04-01,Bill Pay - Northline Utilities,Northline Utilities,Bill Pay,-177.47,Posted,REF0000131626,Synthetic transaction
TXN-0000683,ACCT-000382,CUST-00182,2026-04-24,2026-04-24,ATM - StreamBox Media,StreamBox Media,ATM,-442.27,Posted,REF0000131819,Synthetic transaction
TXN-0000684,ACCT-000389,CUST-00189,2026-06-12,2026-06-12,ACH Debit - Corner Cafe,Corner Cafe,ACH Debit,-616.39,Posted,REF0000132012,Synthetic transaction
TXN-0000685,ACCT-000396,CUST-00196,2026-05-27,2026-05-27,ATM - Corner Cafe,Corner Cafe,ATM,-764.67,Posted,REF0000132205,Synthetic transaction
TXN-0000686,ACCT-000003,CUST-00003,2026-02-10,2026-02-10,Fee - Expedited Card Fee,Expedited Card Fee,Fee,-29.87,Posted,REF0000132398,Synthetic transaction
TXN-0000687,ACCT-000010,CUST-00010,2026-05-13,2026-05-13,Card Purchase - MedPlus Clinic,MedPlus Clinic,Card Purchase,-760.06,Posted,REF0000132591,Synthetic transaction
TXN-0000688,ACCT-000017,CUST-00017,2026-05-14,2026-05-16,Transfer In - RideNow Transit,RideNow Transit,Transfer In,3351.48,Posted,REF0000132784,Synthetic transaction
TXN-0000689,ACCT-000024,CUST-00024,2026-02-12,2026-02-12,Card Purchase - Corner Cafe,Corner Cafe,Card Purchase,-473.86,Pending,REF0000132977,Synthetic transaction
TXN-0000690,ACCT-000031,CUST-00031,2026-04-10,2026-04-10,POS - GreenLeaf Market,GreenLeaf Market,POS,-85.22,Posted,REF0000133170,Synthetic transaction
TXN-0000691,ACCT-000038,CUST-00038,2026-03-18,2026-03-18,Card Purchase - TuitionPay,TuitionPay,Card Purchase,-441.62,Posted,REF0000133363,Synthetic transaction
TXN-0000692,ACCT-000045,CUST-00045,2026-03-15,2026-03-15,ACH Debit - MedPlus Clinic,MedPlus Clinic,ACH Debit,-107.23,Posted,REF0000133556,Synthetic transaction
TXN-0000693,ACCT-000052,CUST-00052,2026-06-13,2026-06-13,Bill Pay - Atlas Wireless,Atlas Wireless,Bill Pay,-172.68,Posted,REF0000133749,Synthetic transaction
TXN-0000694,ACCT-000059,CUST-00059,2026-03-18,2026-03-18,Bill Pay - RideNow Transit,RideNow Transit,Bill Pay,-455.53,Posted,REF0000133942,Synthetic transaction
TXN-0000695,ACCT-000066,CUST-00066,2026-06-03,2026-06-03,ACH Credit - RideNow Transit,RideNow Transit,ACH Credit,416.28,Posted,REF0000134135,Synthetic transaction
TXN-0000696,ACCT-000073,CUST-00073,2026-06-21,2026-06-23,ACH Debit - FastShip,FastShip,ACH Debit,-209.89,Posted,REF0000134328,Synthetic transaction
TXN-0000697,ACCT-000080,CUST-00080,2026-06-12,2026-06-12,POS - Northline Utilities,Northline Utilities,POS,-527.28,Posted,REF0000134521,Synthetic transaction
TXN-0000698,ACCT-000087,CUST-00087,2026-03-18,2026-03-18,ACH Credit - RideNow Transit,RideNow Transit,ACH Credit,3124.22,Posted,REF0000134714,Synthetic transaction
TXN-0000699,ACCT-000094,CUST-00094,2026-05-16,2026-05-16,Fee - Expedited Card Fee,Expedited Card Fee,Fee,-7.48,Posted,REF0000134907,Synthetic transaction
TXN-0000700,ACCT-000101,CUST-00101,2026-02-25,2026-02-25,POS - Harbor Insurance,Harbor Insurance,POS,-546.32,Posted,REF0000135100,Synthetic transaction
TXN-0000701,ACCT-000108,CUST-00108,2026-02-14,2026-02-14,Bill Pay - Bluebird Pharmacy,Bluebird Pharmacy,Bill Pay,-603.52,Posted,REF0000135293,Synthetic transaction
TXN-0000702,ACCT-000115,CUST-00115,2026-04-18,2026-04-18,Bill Pay - Bluebird Pharmacy,Bluebird Pharmacy,Bill Pay,-10.98,Posted,REF0000135486,Synthetic transaction
TXN-0000703,ACCT-000122,CUST-00122,2026-05-17,2026-05-17,Fee - Returned Item Fee,Returned Item Fee,Fee,-22.86,Posted,REF0000135679,Synthetic transaction
TXN-0000704,ACCT-000129,CUST-00129,2026-02-10,2026-02-10,POS - StreamBox Media,StreamBox Media,POS,-33.1,Pending,REF0000135872,Synthetic transaction
TXN-0000705,ACCT-000136,CUST-00136,2026-03-29,2026-03-29,ACH Credit - BrightFuel,BrightFuel,ACH Credit,2338.19,Posted,REF0000136065,Synthetic transaction
TXN-0000706,ACCT-000143,CUST-00143,2026-04-28,2026-04-28,Bill Pay - BrightFuel,BrightFuel,Bill Pay,-228.35,Posted,REF0000136258,Synthetic transaction
TXN-0000707,ACCT-000150,CUST-00150,2026-06-09,2026-06-09,Bill Pay - FastShip,FastShip,Bill Pay,-127.95,Posted,REF0000136451,Synthetic transaction
TXN-0000708,ACCT-000157,CUST-00157,2026-06-01,2026-06-01,POS - TuitionPay,TuitionPay,POS,-34.71,Posted,REF0000136644,Synthetic transaction
TXN-0000709,ACCT-000164,CUST-00164,2026-05-17,2026-05-17,POS - Corner Cafe,Corner Cafe,POS,-616.32,Posted,REF0000136837,Synthetic transaction
TXN-0000710,ACCT-000171,CUST-00171,2026-03-19,2026-03-19,Bill Pay - City Fitness,City Fitness,Bill Pay,-598.33,Posted,REF0000137030,Synthetic transaction
TXN-0000711,ACCT-000178,CUST-00178,2026-05-13,2026-05-13,Deposit - TuitionPay,TuitionPay,Deposit,647.07,Posted,REF0000137223,Synthetic transaction
TXN-0000712,ACCT-000185,CUST-00185,2026-06-13,2026-06-13,ATM - FastShip,FastShip,ATM,-415.34,Posted,REF0000137416,Synthetic transaction
TXN-0000713,ACCT-000192,CUST-00192,2026-03-30,2026-03-30,Fee - Wire Fee,Wire Fee,Fee,-26.48,Posted,REF0000137609,Synthetic transaction
TXN-0000714,ACCT-000199,CUST-00199,2026-04-29,2026-04-29,Transfer In - Oak & Main,Oak & Main,Transfer In,1066.5,Pending,REF0000137802,Synthetic transaction
TXN-0000715,ACCT-000206,CUST-00006,2026-06-17,2026-06-17,POS - Corner Cafe,Corner Cafe,POS,-114.9,Pending,REF0000137995,Synthetic transaction
TXN-0000716,ACCT-000213,CUST-00013,2026-06-19,2026-06-19,ATM - Atlas Wireless,Atlas Wireless,ATM,-441.34,Posted,REF0000138188,Synthetic transaction
TXN-0000717,ACCT-000220,CUST-00020,2026-04-05,2026-04-07,POS - Northline Utilities,Northline Utilities,POS,-457.37,Posted,REF0000138381,Synthetic transaction
TXN-0000718,ACCT-000227,CUST-00027,2026-05-03,2026-05-03,Deposit - StreamBox Media,StreamBox Media,Deposit,1548.55,Posted,REF0000138574,Synthetic transaction
TXN-0000719,ACCT-000234,CUST-00034,2026-05-18,2026-05-18,ATM - GreenLeaf Market,GreenLeaf Market,ATM,-156.99,Posted,REF0000138767,Synthetic transaction
TXN-0000720,ACCT-000241,CUST-00041,2026-02-01,2026-02-01,ACH Credit - Northline Utilities,Northline Utilities,ACH Credit,1146.28,Posted,REF0000138960,Synthetic transaction
TXN-0000721,ACCT-000248,CUST-00048,2026-06-11,2026-06-11,POS - BrightFuel,BrightFuel,POS,-91.43,Posted,REF0000139153,Synthetic transaction
TXN-0000722,ACCT-000255,CUST-00055,2026-02-19,2026-02-19,Transfer In - StreamBox Media,StreamBox Media,Transfer In,370.53,Posted,REF0000139346,Synthetic transaction
TXN-0000723,ACCT-000262,CUST-00062,2026-06-12,2026-06-12,ACH Debit - Oak & Main,Oak & Main,ACH Debit,-700.85,Posted,REF0000139539,Synthetic transaction
TXN-0000724,ACCT-000269,CUST-00069,2026-05-17,2026-05-19,POS - City Fitness,City Fitness,POS,-381.15,Posted,REF0000139732,Synthetic transaction
TXN-0000725,ACCT-000276,CUST-00076,2026-04-28,2026-04-30,ACH Debit - RideNow Transit,RideNow Transit,ACH Debit,-173.1,Posted,REF0000139925,Synthetic transaction
TXN-0000726,ACCT-000283,CUST-00083,2026-06-16,2026-06-18,POS - City Fitness,City Fitness,POS,-339.53,Posted,REF0000140118,Synthetic transaction
TXN-0000727,ACCT-000290,CUST-00090,2026-05-22,2026-05-22,POS - Harbor Insurance,Harbor Insurance,POS,-359.13,Posted,REF0000140311,Synthetic transaction
TXN-0000728,ACCT-000297,CUST-00097,2026-05-03,2026-05-05,Fee - Expedited Card Fee,Expedited Card Fee,Fee,-4.67,Posted,REF0000140504,Synthetic transaction
TXN-0000729,ACCT-000304,CUST-00104,2026-06-11,2026-06-11,Card Purchase - RideNow Transit,RideNow Transit,Card Purchase,-636.04,Posted,REF0000140697,Synthetic transaction
TXN-0000730,ACCT-000311,CUST-00111,2026-05-28,2026-05-28,Fee - Returned Item Fee,Returned Item Fee,Fee,-18.58,Posted,REF0000140890,Synthetic transaction
TXN-0000731,ACCT-000318,CUST-00118,2026-05-29,2026-05-29,Fee - Expedited Card Fee,Expedited Card Fee,Fee,-4.1,Posted,REF0000141083,Synthetic transaction
TXN-0000732,ACCT-000325,CUST-00125,2026-05-21,2026-05-21,ATM - Northline Utilities,Northline Utilities,ATM,-657.69,Posted,REF0000141276,Synthetic transaction
TXN-0000733,ACCT-000332,CUST-00132,2026-02-16,2026-02-16,ACH Debit - BrightFuel,BrightFuel,ACH Debit,-293.68,Posted,REF0000141469,Synthetic transaction
TXN-0000734,ACCT-000339,CUST-00139,2026-02-02,2026-02-02,Refund - TuitionPay,TuitionPay,Refund,1554.65,Posted,REF0000141662,Synthetic transaction
TXN-0000735,ACCT-000346,CUST-00146,2026-02-09,2026-02-09,Refund - GreenLeaf Market,GreenLeaf Market,Refund,3005.11,Posted,REF0000141855,Synthetic transaction
TXN-0000736,ACCT-000353,CUST-00153,2026-02-21,2026-02-21,Refund - GreenLeaf Market,GreenLeaf Market,Refund,719.46,Posted,REF0000142048,Synthetic transaction
TXN-0000737,ACCT-000360,CUST-00160,2026-01-30,2026-01-30,ACH Credit - Atlas Wireless,Atlas Wireless,ACH Credit,695.16,Posted,REF0000142241,Synthetic transaction
TXN-0000738,ACCT-000367,CUST-00167,2026-05-08,2026-05-08,ATM - TuitionPay,TuitionPay,ATM,-630.32,Posted,REF0000142434,Synthetic transaction
TXN-0000739,ACCT-000374,CUST-00174,2026-01-25,2026-01-25,ACH Debit - GreenLeaf Market,GreenLeaf Market,ACH Debit,-202.47,Posted,REF0000142627,Synthetic transaction
TXN-0000740,ACCT-000381,CUST-00181,2026-06-12,2026-06-12,Card Purchase - TuitionPay,TuitionPay,Card Purchase,-442.23,Posted,REF0000142820,Synthetic transaction
TXN-0000741,ACCT-000388,CUST-00188,2026-03-03,2026-03-03,Fee - Expedited Card Fee,Expedited Card Fee,Fee,-21.16,Posted,REF0000143013,Synthetic transaction
TXN-0000742,ACCT-000395,CUST-00195,2026-03-16,2026-03-18,POS - City Fitness,City Fitness,POS,-368.92,Posted,REF0000143206,Synthetic transaction
TXN-0000743,ACCT-000002,CUST-00002,2026-01-27,2026-01-27,Bill Pay - Atlas Wireless,Atlas Wireless,Bill Pay,-662.48,Posted,REF0000143399,Synthetic transaction
TXN-0000744,ACCT-000009,CUST-00009,2026-06-06,2026-06-06,Fee - Returned Item Fee,Returned Item Fee,Fee,-34.83,Posted,REF0000143592,Synthetic transaction
TXN-0000745,ACCT-000016,CUST-00016,2026-05-16,2026-05-16,Fee - Overdraft Fee,Overdraft Fee,Fee,-8.09,Posted,REF0000143785,Synthetic transaction
TXN-0000746,ACCT-000023,CUST-00023,2026-04-10,2026-04-10,POS - Harbor Insurance,Harbor Insurance,POS,-517.03,Posted,REF0000143978,Synthetic transaction
TXN-0000747,ACCT-000030,CUST-00030,2026-04-15,2026-04-15,Deposit - Oak & Main,Oak & Main,Deposit,1712.9,Posted,REF0000144171,Synthetic transaction
TXN-0000748,ACCT-000037,CUST-00037,2026-02-24,2026-02-26,Fee - Wire Fee,Wire Fee,Fee,-23.47,Posted,REF0000144364,Synthetic transaction
TXN-0000749,ACCT-000044,CUST-00044,2026-05-13,2026-05-13,ATM - FastShip,FastShip,ATM,-447.43,Posted,REF0000144557,Synthetic transaction
TXN-0000750,ACCT-000051,CUST-00051,2026-03-12,2026-03-12,ATM - StreamBox Media,StreamBox Media,ATM,-344.51,Pending,REF0000144750,Synthetic transaction
TXN-0000751,ACCT-000058,CUST-00058,2026-05-08,2026-05-10,ACH Debit - TuitionPay,TuitionPay,ACH Debit,-553.52,Posted,REF0000144943,Synthetic transaction
TXN-0000752,ACCT-000065,CUST-00065,2026-03-30,2026-03-30,ACH Debit - FastShip,FastShip,ACH Debit,-133.16,Posted,REF0000145136,Synthetic transaction
TXN-0000753,ACCT-000072,CUST-00072,2026-03-05,2026-03-05,ACH Credit - RideNow Transit,RideNow Transit,ACH Credit,1929.74,Posted,REF0000145329,Synthetic transaction
TXN-0000754,ACCT-000079,CUST-00079,2026-03-09,2026-03-09,Fee - Expedited Card Fee,Expedited Card Fee,Fee,-32.04,Posted,REF0000145522,Synthetic transaction
TXN-0000755,ACCT-000086,CUST-00086,2026-06-20,2026-06-20,Card Purchase - TuitionPay,TuitionPay,Card Purchase,-613.28,Posted,REF0000145715,Synthetic transaction
TXN-0000756,ACCT-000093,CUST-00093,2026-04-13,2026-04-13,Fee - Returned Item Fee,Returned Item Fee,Fee,-10.02,Pending,REF0000145908,Synthetic transaction
TXN-0000757,ACCT-000100,CUST-00100,2026-06-21,2026-06-21,Deposit - Corner Cafe,Corner Cafe,Deposit,1415.3,Posted,REF0000146101,Synthetic transaction
TXN-0000758,ACCT-000107,CUST-00107,2026-05-09,2026-05-09,ACH Credit - RideNow Transit,RideNow Transit,ACH Credit,1151.17,Posted,REF0000146294,Synthetic transaction
TXN-0000759,ACCT-000114,CUST-00114,2026-02-08,2026-02-08,Card Purchase - MedPlus Clinic,MedPlus Clinic,Card Purchase,-488.15,Posted,REF0000146487,Synthetic transaction
TXN-0000760,ACCT-000121,CUST-00121,2026-03-21,2026-03-21,Refund - City Fitness,City Fitness,Refund,853.02,Pending,REF0000146680,Synthetic transaction
TXN-0000761,ACCT-000128,CUST-00128,2026-02-28,2026-03-02,POS - City Fitness,City Fitness,POS,-695.29,Posted,REF0000146873,Synthetic transaction
TXN-0000762,ACCT-000135,CUST-00135,2026-03-17,2026-03-17,ATM - Metro Grocery,Metro Grocery,ATM,-224.82,Posted,REF0000147066,Synthetic transaction
TXN-0000763,ACCT-000142,CUST-00142,2026-02-18,2026-02-18,ACH Credit - Corner Cafe,Corner Cafe,ACH Credit,364.25,Posted,REF0000147259,Synthetic transaction
TXN-0000764,ACCT-000149,CUST-00149,2026-03-26,2026-03-26,Deposit - Harbor Insurance,Harbor Insurance,Deposit,184.85,Posted,REF0000147452,Synthetic transaction
TXN-0000765,ACCT-000156,CUST-00156,2026-05-22,2026-05-22,ATM - StreamBox Media,StreamBox Media,ATM,-214.66,Posted,REF0000147645,Synthetic transaction
TXN-0000766,ACCT-000163,CUST-00163,2026-06-19,2026-06-19,Card Purchase - BrightFuel,BrightFuel,Card Purchase,-689.39,Posted,REF0000147838,Synthetic transaction
TXN-0000767,ACCT-000170,CUST-00170,2026-03-09,2026-03-09,Card Purchase - BrightFuel,BrightFuel,Card Purchase,-461.71,Posted,REF0000148031,Synthetic transaction
TXN-0000768,ACCT-000177,CUST-00177,2026-04-18,2026-04-20,POS - Harbor Insurance,Harbor Insurance,POS,-211.77,Posted,REF0000148224,Synthetic transaction
TXN-0000769,ACCT-000184,CUST-00184,2026-06-17,2026-06-17,POS - Harbor Insurance,Harbor Insurance,POS,-317.03,Posted,REF0000148417,Synthetic transaction
TXN-0000770,ACCT-000191,CUST-00191,2026-05-14,2026-05-14,ATM - MedPlus Clinic,MedPlus Clinic,ATM,-717.42,Posted,REF0000148610,Synthetic transaction
TXN-0000771,ACCT-000198,CUST-00198,2026-03-05,2026-03-05,ACH Debit - StreamBox Media,StreamBox Media,ACH Debit,-625.63,Pending,REF0000148803,Synthetic transaction
TXN-0000772,ACCT-000205,CUST-00005,2026-04-23,2026-04-23,ACH Credit - FastShip,FastShip,ACH Credit,2282.79,Posted,REF0000148996,Synthetic transaction
TXN-0000773,ACCT-000212,CUST-00012,2026-04-26,2026-04-26,Refund - Harbor Insurance,Harbor Insurance,Refund,497.38,Posted,REF0000149189,Synthetic transaction
TXN-0000774,ACCT-000219,CUST-00019,2026-02-28,2026-02-28,POS - GreenLeaf Market,GreenLeaf Market,POS,-726.9,Posted,REF0000149382,Synthetic transaction
TXN-0000775,ACCT-000226,CUST-00026,2026-05-12,2026-05-12,Fee - Overdraft Fee,Overdraft Fee,Fee,-6.81,Posted,REF0000149575,Synthetic transaction
TXN-0000776,ACCT-000233,CUST-00033,2026-04-12,2026-04-12,Transfer In - RideNow Transit,RideNow Transit,Transfer In,391.12,Posted,REF0000149768,Synthetic transaction
TXN-0000777,ACCT-000240,CUST-00040,2026-04-04,2026-04-04,Card Purchase - BrightFuel,BrightFuel,Card Purchase,-283.95,Posted,REF0000149961,Synthetic transaction
TXN-0000778,ACCT-000247,CUST-00047,2026-02-21,2026-02-21,ACH Debit - MedPlus Clinic,MedPlus Clinic,ACH Debit,-673.17,Posted,REF0000150154,Synthetic transaction
TXN-0000779,ACCT-000254,CUST-00054,2026-01-27,2026-01-27,Refund - RideNow Transit,RideNow Transit,Refund,278.93,Posted,REF0000150347,Synthetic transaction
TXN-0000780,ACCT-000261,CUST-00061,2026-05-06,2026-05-06,Deposit - Corner Cafe,Corner Cafe,Deposit,2696.86,Posted,REF0000150540,Synthetic transaction
